id,overall_score,num_s2r_sentences,num_steps,num_hq_steps,num_as_steps,num_vm_steps,steps_with_action,steps_with_object,steps_with_ui_term,steps_imperative,steps_with_vague_terms,step_details,s2r_sentences
Math-48,0.0,2,2,0,0,2,0,0,1,0,0,"[{""step_text"": ""Details\n\n\n\n\nType:\n\n\n Bug\n        \n\n \n\nStatus:\n\nClosed \n\n\n\n\n\nPriority"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": false, ""is_imperative"": false, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}, {""step_text"": ""AttachmentsAttachmentsOptionsSort By NameSort By DateAscendingDescendingticket631.patch02/Sep/11 08:587 kBDennis HendriksIssue Links\n\n\nis related to\n\n\n\n\n\nMATH-599\nRe-implementation of Secant-based root finding algorithms\n\n\n\n\n\n\nActivity\n\n\n\nPeople\n\n\n\nAssignee:\n\n\n\n\n    Unassigned\n\n\n\n\n\nReporter"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": true, ""is_imperative"": false, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}]","[""Details\n\n\n\n\nType:\n\n\n Bug\n        \n\n \n\nStatus:\n\nClosed \n\n\n\n\n\nPriority:"", ""AttachmentsAttachmentsOptionsSort By NameSort By DateAscendingDescendingticket631.patch02/Sep/11 08:587 kBDennis HendriksIssue Links\n\n\nis related to\n\n\n\n\n\nMATH-599\nRe-implementation of Secant-based root finding algorithms\n\n\n\n\n\n\nActivity\n\n\n\nPeople\n\n\n\nAssignee:\n\n\n\n\n    Unassigned\n\n\n\n\n\nReporter:""]"
Closure-34,0.0,0,0,0,0,0,0,0,0,0,0,[],[]
Compress-47,0.0,4,9,0,0,9,0,0,0,3,0,"[{""step_text"": ""Details\n\n\n\n\nType:\n\n\n Bug\n        \n\n \n\nStatus:\n\nResolved \n\n\n\n\n\nPriority:\n\n\n  Major                     \n\n\n\n\nResolution:\n\n                             Fixed\n                    \n\n\n\n\n\nAffects Version/s:\n\n\n\n1.15 \n\n\n\n\n\n\n\n                Fix Version/s:\n            \n\n\n\n1.16 \n\n\n\n\n\n\nComponent/s:\n\n\n\nArchivers \n\n\n\n\n\n\nLabels"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": false, ""is_imperative"": false, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}, {""step_text"": ""Description\n\n\n\n        if (current.entry.getCompressedSize() !"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": false, ""is_imperative"": false, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}, {""step_text"": ""UNSHRINKING.getCode()) {\n                current.in = new UnshrinkingInputStream(new BoundedInputStream(in"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": false, ""is_imperative"": false, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}, {""step_text"": ""current.entry.getCompressedSize()));\n            } else if (current.entry.getMethod() == ZipMethod.IMPLODING.getCode()) {\n                current.in = new ExplodingInputStream(\n                        current.entry.getGeneralPurposeBit().getSlidingDictionarySize()"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": false, ""is_imperative"": true, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}, {""step_text"": ""current.entry.getGeneralPurposeBit().getNumberOfShannonFanoTrees()"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": false, ""is_imperative"": false, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}, {""step_text"": ""new BoundedInputStream(in"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": false, ""is_imperative"": false, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}, {""step_text"": ""current.entry.getCompressedSize()));\n            } else"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": false, ""is_imperative"": true, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}, {""step_text"": ""if (current.entry.getMethod() == ZipMethod.BZIP2.getCode()) {\n                current.in = new BZip2CompressorInputStream(new BoundedInputStream(in"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": false, ""is_imperative"": false, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}, {""step_text"": ""current.entry.getCompressedSize()));\n            }\n        }\n\n\nnever sets current.in if the compressed size is unknown which probably leads to a NullPointerException in read later"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": false, ""is_imperative"": true, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}]","[""Details\n\n\n\n\nType:\n\n\n Bug\n        \n\n \n\nStatus:\n\nResolved \n\n\n\n\n\nPriority:\n\n\n  Major                     \n\n\n\n\nResolution:\n\n                             Fixed\n                    \n\n\n\n\n\nAffects Version/s:\n\n\n\n1.15 \n\n\n\n\n\n\n\n                Fix Version/s:\n            \n\n\n\n1.16 \n\n\n\n\n\n\nComponent/s:\n\n\n\nArchivers \n\n\n\n\n\n\nLabels:"", ""Description\n\n\n\n        if (current.entry.getCompressedSize() !"", ""UNSHRINKING.getCode()) {\n                current.in = new UnshrinkingInputStream(new BoundedInputStream(in, current.entry.getCompressedSize()));\n            } else if (current.entry.getMethod() == ZipMethod.IMPLODING.getCode()) {\n                current.in = new ExplodingInputStream(\n                        current.entry.getGeneralPurposeBit().getSlidingDictionarySize(),\n                        current.entry.getGeneralPurposeBit().getNumberOfShannonFanoTrees(),\n                        new BoundedInputStream(in, current.entry.getCompressedSize()));\n            } else"", ""if (current.entry.getMethod() == ZipMethod.BZIP2.getCode()) {\n                current.in = new BZip2CompressorInputStream(new BoundedInputStream(in, current.entry.getCompressedSize()));\n            }\n        }\n\n\nnever sets current.in if the compressed size is unknown which probably leads to a NullPointerException in read later.""]"
JacksonDatabind-95,0.0,17,22,0,0,22,0,0,11,2,0,"[{""step_text"": ""TypeFactory.constructFromCanonical() throws NPE for Unparameterized generic canonical strings\u00a0#1941New issueCopy linkNew issueCopy linkClosedClosedTypeFactory.constructFromCanonical() throws NPE for Unparameterized generic canonical strings#1941Copy linkMilestone2.9.5Descriptionayushgpopened on Feb 23"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": true, ""is_imperative"": false, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}, {""step_text"": ""2018Issue body actionsWhen TypeFactory.constructFromCanonical(returnType) is used in 2.6.1"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": false, ""is_imperative"": false, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}, {""step_text"": ""the returnType string for generic types is not expected to have parameterized type information"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": false, ""is_imperative"": false, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}, {""step_text"": ""returnType = \""java.util"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": false, ""is_imperative"": true, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}, {""step_text"": ""List\"";\nobjectMapper.getTypeFactory().constructFromCanonical(returnType)"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": true, ""is_imperative"": false, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}, {""step_text"": ""at com.fasterxml.jackson.databind.type"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": true, ""is_imperative"": false, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}, {""step_text"": ""TypeFactory._fromVariable(TypeFactory.java:1421)\n    at com.fasterxml.jackson.databind.type"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": true, ""is_imperative"": false, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}, {""step_text"": ""TypeFactory._fromAny(TypeFactory.java:1182)\n    at com.fasterxml.jackson.databind.type"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": true, ""is_imperative"": false, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}, {""step_text"": ""TypeFactory._fromParamType(TypeFactory.java:1404)"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": false, ""is_imperative"": false, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}, {""step_text"": ""at com.fasterxml.jackson.databind.type.TypeFactory._fromAny(TypeFactory.java:1172)"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": true, ""is_imperative"": false, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}, {""step_text"": ""at com.fasterxml.jackson.databind.type.TypeFactory._resolveSuperInterfaces(TypeFactory.java:1318)\n    at com.fasterxml.jackson.databind.type"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": true, ""is_imperative"": false, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}, {""step_text"": ""TypeFactory._fromClass(TypeFactory.java:1261)"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": false, ""is_imperative"": false, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}, {""step_text"": ""at com.fasterxml.jackson.databind.type.TypeParser.parseType(TypeParser.java:60)"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": true, ""is_imperative"": false, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}, {""step_text"": ""at com.fasterxml.jackson.databind.type"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": true, ""is_imperative"": false, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}, {""step_text"": ""TypeParser.parse(TypeParser.java:33)\n    at com.fasterxml.jackson.databind.type"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": true, ""is_imperative"": false, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}, {""step_text"": ""TypeFactory.constructFromCanonical(TypeFactory.java:544)\n    at foo.company.package.serialize"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": false, ""is_imperative"": false, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}, {""step_text"": ""But if the returnType string is passed with the generic type information"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": false, ""is_imperative"": false, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}, {""step_text"": ""even if it is passed as Object"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": false, ""is_imperative"": false, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}, {""step_text"": ""ie"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": false, ""is_imperative"": false, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}, {""step_text"": ""returnType = \""java.util"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": false, ""is_imperative"": true, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}, {""step_text"": ""Link to google groups thread"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": true, ""is_imperative"": false, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}, {""step_text"": ""MetadataMetadataAssigneesNo one assignedLabelsNo labelsNo labelsTypeNo typeProjectsNo projectsMilestoneRelationshipsNone yetDevelopmentNo branches or pull requestsIssue actions"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": false, ""is_imperative"": false, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}]","[""TypeFactory.constructFromCanonical() throws NPE for Unparameterized generic canonical strings\u00a0#1941New issueCopy linkNew issueCopy linkClosedClosedTypeFactory.constructFromCanonical() throws NPE for Unparameterized generic canonical strings#1941Copy linkMilestone2.9.5Descriptionayushgpopened on Feb 23, 2018Issue body actionsWhen TypeFactory.constructFromCanonical(returnType) is used in 2.6.1, the returnType string for generic types is not expected to have parameterized type information."", ""returnType = \""java.util."", ""List\"";\nobjectMapper.getTypeFactory().constructFromCanonical(returnType);"", ""at com.fasterxml.jackson.databind.type."", ""TypeFactory._fromVariable(TypeFactory.java:1421)\n    at com.fasterxml.jackson.databind.type."", ""TypeFactory._fromAny(TypeFactory.java:1182)\n    at com.fasterxml.jackson.databind.type."", ""TypeFactory._fromParamType(TypeFactory.java:1404)"", ""at com.fasterxml.jackson.databind.type.TypeFactory._fromAny(TypeFactory.java:1172)"", ""at com.fasterxml.jackson.databind.type.TypeFactory._resolveSuperInterfaces(TypeFactory.java:1318)\n    at com.fasterxml.jackson.databind.type."", ""TypeFactory._fromClass(TypeFactory.java:1261)"", ""at com.fasterxml.jackson.databind.type.TypeParser.parseType(TypeParser.java:60)"", ""at com.fasterxml.jackson.databind.type."", ""TypeParser.parse(TypeParser.java:33)\n    at com.fasterxml.jackson.databind.type."", ""TypeFactory.constructFromCanonical(TypeFactory.java:544)\n    at foo.company.package.serialize."", ""But if the returnType string is passed with the generic type information, even if it is passed as Object, ie, returnType = \""java.util."", ""Link to google groups thread."", ""MetadataMetadataAssigneesNo one assignedLabelsNo labelsNo labelsTypeNo typeProjectsNo projectsMilestoneRelationshipsNone yetDevelopmentNo branches or pull requestsIssue actions""]"
Math-4,0.0,1,1,0,0,1,0,0,0,0,0,"[{""step_text"": ""Details\n\n\n\n\nType:\n\n\n Bug\n        \n\n \n\nStatus:\n\nClosed \n\n\n\n\n\nPriority"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": false, ""is_imperative"": false, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}]","[""Details\n\n\n\n\nType:\n\n\n Bug\n        \n\n \n\nStatus:\n\nClosed \n\n\n\n\n\nPriority:""]"
Mockito-16,0.0,0,0,0,0,0,0,0,0,0,0,[],[]
Closure-22,0.0,0,0,0,0,0,0,0,0,0,0,[],[]
JacksonDatabind-83,0.0,8,12,0,0,12,0,0,5,0,1,"[{""step_text"": ""UUID\u00a0#1629New issueCopy linkNew issueCopy linkClosedClosedFromStringDeserializer ignores registered DeserializationProblemHandler for java.util"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": true, ""is_imperative"": false, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}, {""step_text"": ""UUID#1629Copy linkMilestone2.8.9Descriptionapjosephopened on May 18, 2017Issue body actionsCulprit appears to be lines 155-161 of FromStringDeserializer:\n            // 05-May-2016, tatu"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": true, ""is_imperative"": false, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}, {""step_text"": ""= new ObjectMapper().addHandler(new DeserializationProblemHandler() {\n      @Override\n      public Object handleWeirdStringValue(final DeserializationContext ctxt"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": false, ""is_imperative"": false, ""has_vague_terms"": true, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}, {""step_text"": ""final Class<?> targetType"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": false, ""is_imperative"": false, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}, {""step_text"": ""final String valueToConvert"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": false, ""is_imperative"": false, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}, {""step_text"": ""final String failureMsg) throws IOException {\n        return null;\n      }\n    });\n\n    mapper.readValue(\""{\\\""id\\\"" : \\\""I am not a UUID\\\""}\"""", ""has_action"": false, ""has_object"": false, ""has_ui_term"": false, ""is_imperative"": false, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}, {""step_text"": ""IdBean.class);\n\n\n\n  }\n\n  public static class IdBean {\n    private UUID id;\n\n    public UUID getId() {\n      return id;\n    }\n\n    public void setId(final UUID id) {\n      this.id = id;\n    }\n  }\n}"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": false, ""is_imperative"": false, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}, {""step_text"": ""The handler handles the issue properly; but an exception is thrown anyway:\nan not deserialize value of type java.util"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": false, ""is_imperative"": false, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}, {""step_text"": ""UUIDDeserializerTest$IdBean[\""id\""])\ncom.fasterxml.jackson.databind.exc.InvalidFormatException: Can not deserialize value of type java.util"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": true, ""is_imperative"": false, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}, {""step_text"": ""MethodProperty.deserializeAndSet(MethodProperty.java:127)\n\tat com.fasterxml.jackson.databind.deser"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": true, ""is_imperative"": false, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}, {""step_text"": ""BeanDeserializer.vanillaDeserialize(BeanDeserializer.java:287)\n\tat com.fasterxml.jackson.databind.deser.BeanDeserializer.deserialize(BeanDeserializer.java:151)\n\tat com.fasterxml.jackson.databind.ObjectMapper._readMapAndClose(ObjectMapper.java:3999)\n\tat com.fasterxml.jackson.databind.ObjectMapper.readValue(ObjectMapper.java:2980)"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": true, ""is_imperative"": false, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}, {""step_text"": ""MetadataMetadataAssigneesNo one assignedLabelsNo labelsNo labelsTypeNo typeProjectsNo projectsMilestoneRelationshipsNone yetDevelopmentNo branches or pull requestsIssue actions"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": false, ""is_imperative"": false, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}]","[""UUID\u00a0#1629New issueCopy linkNew issueCopy linkClosedClosedFromStringDeserializer ignores registered DeserializationProblemHandler for java.util."", ""UUID#1629Copy linkMilestone2.8.9Descriptionapjosephopened on May 18, 2017Issue body actionsCulprit appears to be lines 155-161 of FromStringDeserializer:\n            // 05-May-2016, tatu:"", ""= new ObjectMapper().addHandler(new DeserializationProblemHandler() {\n      @Override\n      public Object handleWeirdStringValue(final DeserializationContext ctxt, final Class<?> targetType, final String valueToConvert, final String failureMsg) throws IOException {\n        return null;\n      }\n    });\n\n    mapper.readValue(\""{\\\""id\\\"" : \\\""I am not a UUID\\\""}\"", IdBean.class);\n\n\n\n  }\n\n  public static class IdBean {\n    private UUID id;\n\n    public UUID getId() {\n      return id;\n    }\n\n    public void setId(final UUID id) {\n      this.id = id;\n    }\n  }\n}"", ""The handler handles the issue properly; but an exception is thrown anyway:\nan not deserialize value of type java.util."", ""UUIDDeserializerTest$IdBean[\""id\""])\ncom.fasterxml.jackson.databind.exc.InvalidFormatException: Can not deserialize value of type java.util."", ""MethodProperty.deserializeAndSet(MethodProperty.java:127)\n\tat com.fasterxml.jackson.databind.deser."", ""BeanDeserializer.vanillaDeserialize(BeanDeserializer.java:287)\n\tat com.fasterxml.jackson.databind.deser.BeanDeserializer.deserialize(BeanDeserializer.java:151)\n\tat com.fasterxml.jackson.databind.ObjectMapper._readMapAndClose(ObjectMapper.java:3999)\n\tat com.fasterxml.jackson.databind.ObjectMapper.readValue(ObjectMapper.java:2980)"", ""MetadataMetadataAssigneesNo one assignedLabelsNo labelsNo labelsTypeNo typeProjectsNo projectsMilestoneRelationshipsNone yetDevelopmentNo branches or pull requestsIssue actions""]"
JacksonDatabind-7,0.0,2,4,0,0,4,0,0,1,0,0,"[{""step_text"": ""Possibly wrong TokenBuffer delegate deserialization using @JsonCreator\u00a0#592New issueCopy linkNew issueCopy linkClosedClosedPossibly wrong TokenBuffer delegate deserialization using @JsonCreator#592Copy linkMilestone2.4.4Descriptionelucashopened on Oct 28"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": true, ""is_imperative"": false, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}, {""step_text"": ""2014Issue body actionsclass Value {\n@JsonCreator\npublic static Value from(TokenBuffer buffer) {\n...\n}"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": false, ""is_imperative"": false, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}, {""step_text"": ""Is it an intended behavior"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": false, ""is_imperative"": false, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}, {""step_text"": ""or it's regression/bug?MetadataMetadataAssigneesNo one assignedLabelsNo labelsNo labelsTypeNo typeProjectsNo projectsMilestoneRelationshipsNone yetDevelopmentNo branches or pull requestsIssue actions"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": false, ""is_imperative"": false, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}]","[""Possibly wrong TokenBuffer delegate deserialization using @JsonCreator\u00a0#592New issueCopy linkNew issueCopy linkClosedClosedPossibly wrong TokenBuffer delegate deserialization using @JsonCreator#592Copy linkMilestone2.4.4Descriptionelucashopened on Oct 28, 2014Issue body actionsclass Value {\n@JsonCreator\npublic static Value from(TokenBuffer buffer) {\n...\n}"", ""Is it an intended behavior, or it's regression/bug?MetadataMetadataAssigneesNo one assignedLabelsNo labelsNo labelsTypeNo typeProjectsNo projectsMilestoneRelationshipsNone yetDevelopmentNo branches or pull requestsIssue actions""]"
Closure-75,0.0,0,0,0,0,0,0,0,0,0,0,[],[]
Math-72,0.0,1,1,0,0,1,0,0,0,0,0,"[{""step_text"": ""Details\n\n\n\n\nType:\n\n\n Bug\n        \n\n \n\nStatus:\n\nClosed \n\n\n\n\n\nPriority"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": false, ""is_imperative"": false, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}]","[""Details\n\n\n\n\nType:\n\n\n Bug\n        \n\n \n\nStatus:\n\nClosed \n\n\n\n\n\nPriority:""]"
Lang-30,0.0,3,3,0,0,3,0,0,0,0,0,"[{""step_text"": ""Details\n\n\n\n\nType:\n\n\n Bug\n        \n\n \n\nStatus:\n\nClosed \n\n\n\n\n\nPriority"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": false, ""is_imperative"": false, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}, {""step_text"": ""More than you want to know:\n\nhttp://java.sun.com/developer/technicalArticles/Intl/Supplementary/\n\n\n\nAttachmentsAttachmentsOptionsSort By NameSort By DateAscendingDescendingLANG-607.diff14/Mar/10 00:535 kBggregory@seagullsw.comActivity\n\n\n\nPeople\n\n\n\nAssignee:\n\n\n\n\n\n            Gary D. Gregory\n        \n\n\n\n\n\nReporter"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": false, ""is_imperative"": false, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}, {""step_text"": ""Gary Gregory\n        \n\n\n \n\n\nVotes:\n\n0\nVote for this issue\n\n\n\nWatchers:\n\n2\nStart watching this issue\n\n\n\nDates\n\n\n\n                                    Created:\n                            \n\n\n14/Mar/10 00:38 \n\n\n\n\n                                    Updated:\n                            \n\n\n11/Feb/24 15:38 \n\n\n\n\n                                    Resolved:\n                            \n\n\n11/Feb/24 15:38"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": false, ""is_imperative"": false, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}]","[""Details\n\n\n\n\nType:\n\n\n Bug\n        \n\n \n\nStatus:\n\nClosed \n\n\n\n\n\nPriority:"", ""More than you want to know:\n\nhttp://java.sun.com/developer/technicalArticles/Intl/Supplementary/\n\n\n\nAttachmentsAttachmentsOptionsSort By NameSort By DateAscendingDescendingLANG-607.diff14/Mar/10 00:535 kBggregory@seagullsw.comActivity\n\n\n\nPeople\n\n\n\nAssignee:\n\n\n\n\n\n            Gary D. Gregory\n        \n\n\n\n\n\nReporter:"", ""Gary Gregory\n        \n\n\n \n\n\nVotes:\n\n0\nVote for this issue\n\n\n\nWatchers:\n\n2\nStart watching this issue\n\n\n\nDates\n\n\n\n                                    Created:\n                            \n\n\n14/Mar/10 00:38 \n\n\n\n\n                                    Updated:\n                            \n\n\n11/Feb/24 15:38 \n\n\n\n\n                                    Resolved:\n                            \n\n\n11/Feb/24 15:38""]"
