id,title,description_length,category,confidence,reasoning
Closure-24,Issue Report,20,Functional Issue,1,"Since the description is missing, we have no information about the bug. The most general type of bug when there's no additional information is likely a functional issue, as it refers to core application logic."
Closure-9,Issue Report,20,Functional Issue,1,"Since there is no description provided, I'm assuming a general functional problem exists. Without more info, it's impossible to pinpoint a more specific category."
Mockito-10,Issue Report,1444,Functional Issue,5,"The bug report describes a change in behavior of the mockito library when using RETURNS_DEEP_STUBS, resulting in an exception when a non-serializable class is encountered. This indicates a problem with the core logic of the mockito library related to deep stubs and serialization."
JacksonDatabind-85,Issue Report,1553,Functional Issue,5,The bug report describes incorrect date formatting logic in `DateTimeSerializerBase` which leads to unexpected behavior when using the `@JsonFormat` annotation. This falls squarely into the category of functional issues affecting core application logic.
JacksonDatabind-1,Issue Report,2275,Functional Issue,5,"The bug report describes incorrect serialization of null values due to a missing 'return' statement in the BeanPropertyWriter class, leading to unexpected output. This is a clear issue with the core application logic responsible for serializing objects."
Closure-73,Issue Report,20,Functional Issue,1,"Since there is no description, the issue could be anything. Assuming a generic problem, a functional issue is the most likely broad category."
Math-74,[MATH-338] Wrong parameter for first step size guess for Embedded Runge Kutta methods - ASF JIRA,3014,Functional Issue,5,"The bug report describes an error in the core mathematical logic of the Embedded Runge Kutta integrator, leading to an incorrect step size calculation and ultimately a crash. This falls squarely under functional issues as it relates to the program's fundamental calculations."
Lang-36,[LANG-521] NumberUtils.isNumber() Should Return True for Valid Number with a Trailing Decimal Place - ASF JIRA,1400,Functional Issue,5,"The bug report describes incorrect behavior of the `NumberUtils.isNumber()` method, which is a core part of the application's logic for determining if a string represents a number. The proposed fix involves modifying the method's logic to correctly handle trailing decimal points."
JacksonCore-6,Issue Report,672,Functional Issue,5,"The bug report describes incorrect parsing of a JSON Pointer, which is a core functionality. The issue lies within the logic of the JsonPointer class, making it a functional issue."
Time-23,#112 Incorrect mapping of the MET time zone,514,Functional Issue,5,"The bug report describes an incorrect timezone mapping, which directly affects the core application logic related to date and time calculations. This constitutes a functional issue causing unexpected behavior."
Chart-2,#959 Bugs in DatasetUtilities.iterateRangeBounds() methods,87,Functional Issue,4,"The bug report title and description mention issues with the `DatasetUtilities.iterateRangeBounds()` method, which suggests a problem with the core application logic related to data handling or calculations. This points towards a functional issue rather than GUI, performance, or other types of problems."
Jsoup-70,Issue Report,951,Functional Issue,5,"The bug report describes incorrect handling of whitespace within the `<pre>` tag, which is a functional error in the core logic of how the application parses and renders HTML. This directly impacts the expected output and behavior of the application."
Collections-21,[COLLECTIONS-310] Modifications of a SetUniqueList.subList() invalidate the parent list - ASF JIRA,4244,Functional Issue,5,"The bug report describes unexpected behavior in the core logic of the SetUniqueList class, specifically when using subList() and adding or setting elements that violate the uniqueness constraint. This directly relates to a flaw in the functional logic of the data structure."
JacksonDatabind-46,Issue Report,792,Functional Issue,5,"The bug report describes an incorrect signature being generated for a generic type, indicating a flaw in the core application logic responsible for generating these signatures. This falls under the 'Functional Issue' category, as it relates to incorrect behavior in the program's logic."
Closure-176,Issue Report,20,Functional Issue,1,"Since there is no description, it is impossible to determine the source of the bug. I am assuming it is a functional issue since that is the most general category."
Math-23,"[MATH-855] ""BrentOptimizer"" not always reporting the best point - ASF JIRA",1232,Functional Issue,5,"The bug report describes an issue with the BrentOptimizer algorithm, where it fails to consistently return the best solution. This indicates a flaw in the core logic of the algorithm, making it a functional issue."
Gson-13,Issue Report,2559,Functional Issue,5,"The bug report describes an issue with how Gson parses and represents negative zero, leading to incorrect roundtrip behavior. This falls under core application logic and expected behavior of the library."
JacksonDatabind-102,Issue Report,1749,Functional Issue,5,"The bug report describes a problem where the expected behavior of setting a custom format for `SqlDateSerializer` using `ObjectMapper` does not work as intended, indicating a flaw in the application's core logic for handling date serialization. The workaround provided further supports that there's an issue within the functional logic of Jackson'sdatabind related to date serialization."
Lang-61,[LANG-294] StrBuilder.replaceAll and StrBuilder.deleteAll can throw ArrayIndexOutOfBoundsException. - ASF JIRA,5081,Functional Issue,5,The bug report describes ArrayIndexOutOfBoundsExceptions in the `replaceAll` and `deleteAll` methods of the `StrBuilder` class. These exceptions indicate a problem with the core logic of these methods when handling certain input strings.
Compress-3,[COMPRESS-64] Are the public finish() methods ArchiveOutputStream implementations necessary and safe? - ASF JIRA,1199,Functional Issue,5,"The bug report describes a problem where allowing external calls to the `finish()` method could corrupt the output, which is a direct issue with the core application logic of the ArchiveOutputStream implementations. This unexpected behavior and potential for data corruption falls under functional issues."
Jsoup-27,Issue Report,1318,Functional Issue,5,"The bug report describes an exception caused by an invalid character set in the HTTP response. The provided fix involves handling the exception and falling back to a different character set detection method, which directly addresses a problem in the application's core logic for handling HTTP responses."
Cli-22,"[CLI-1] PosixParser interupts ""-target opt"" as ""-t arget opt"" - ASF JIRA",3686,Functional Issue,5,"The bug report describes a parsing error in the PosixParser, leading to incorrect interpretation of command-line arguments. This directly affects the core application logic and functionality, making it a functional issue."
Closure-121,Issue Report,20,Functional Issue,1,"Without any description, the most generic and likely issue is a functional problem within the application logic. It's difficult to determine a specific category without knowing the details."
JacksonDatabind-11,Issue Report,603,Functional Issue,5,"The bug report describes a failure during deserialization when dealing with generic types, indicating a problem with the core application logic responsible for handling object serialization and deserialization. This is a functional issue because it directly impacts the application's ability to process data correctly."
Cli-4,"[CLI-1] PosixParser interupts ""-target opt"" as ""-t arget opt"" - ASF JIRA",3686,Functional Issue,5,"The bug report describes a parsing error in the command-line interface (CLI) where the PosixParser incorrectly interprets options. This falls directly under issues in the core application logic, causing unexpected behavior."
Math-35,[MATH-776] Need range checks for elitismRate in ElitisticListPopulation constructors. - ASF JIRA,1420,Functional Issue,5,"The bug report describes a missing range check in the constructor of a class, which directly affects the core application logic and can lead to unexpected behavior. This falls under the definition of a functional issue."
Codec-9,"[CODEC-112] Base64.encodeBase64(byte[] binaryData, boolean isChunked, boolean urlSafe, int maxResultSize) throws IAE for valid maxResultSize if isChunked is false - ASF JIRA",985,Functional Issue,5,"The bug report describes an issue in the core logic of the Base64 encoding functionality, specifically when chunking is disabled and a maximum result size is specified. This indicates a functional issue rather than a GUI, performance, or other type of problem."
JacksonCore-26,Issue Report,2215,Functional Issue,5,"The bug report describes incorrect location reporting by the non-blocking parser due to an offset issue, leading to unexpected behavior in the core application logic. The unit test demonstrates the incorrect byte offset values, indicating a failure in the parser's functional logic."
Cli-34,[CLI-215] String as default Option type - ASF JIRA,1138,Functional Issue,5,"The bug report describes unexpected behavior in the core application logic related to how option values are parsed and returned. Specifically, it highlights an issue where the default option type is not correctly handled, leading to null values unless explicitly specified."
Jsoup-31,Issue Report,898,Functional Issue,5,"The bug report describes an issue where jsoup is parsing the XML declaration incorrectly, treating it as a comment instead of processing it correctly. This is a failure in the core application logic of the jsoup library."
Closure-49,Issue Report,20,Functional Issue,1,"Since there is no description, it's most likely a functional issue, but with very low confidence. Without details, it's impossible to categorize it more precisely."
Closure-137,Issue Report,20,Functional Issue,1,"Without a description, it's impossible to know the specifics. A ""Functional Issue"" is the most general category, assuming there is an issue at all, with low confidence due to lack of information."
Mockito-5,Issue Report,4185,Functional Issue,5,"The bug report describes an exception (VerifyError or NoClassDefFoundError) occurring due to a missing or incompatible JUnit class when using Mockito's timeout verification. This indicates a problem with the core application logic of Mockito, specifically its dependency management and error handling within the timeout verification feature."
Math-62,"[MATH-413] Miscellaneous issues concerning the ""optimization"" package - ASF JIRA",4853,Functional Issue,5,"The bug report describes several issues related to the core logic and implementation of the optimization algorithms, including convergence issues, incorrect handling of exceptions, duplicate code, and inconsistencies in how certain features are implemented across different classes. These problems directly affect the functionality and correctness of the optimization package."
Collections-2,[COLLECTIONS-214] ExtendedProperties - field include should be non-static and private - ASF JIRA,1425,Functional Issue,5,"The bug report describes an issue with the ""include"" field in the ExtendedProperties class, specifically its static and protected status despite having instance accessors, which affects the core logic and expected behavior of the class."
Lang-20,[LANG-703] StringUtils.join throws NPE when toString returns null for one of objects in collection - ASF JIRA,1409,Functional Issue,5,"The bug report describes a NullPointerException in StringUtils.join when an object in the collection returns null from its toString() method. This is a bug in the core logic of the StringUtils.join method, making it a functional issue."
Jsoup-66,Issue Report,2068,Functional Issue,5,"The bug report describes an unexpected behavior of the nextElementSibling() method after cloning a document and adding a new element. This points to an error in the core application logic of how the cloned document and its elements are handled, leading to the incorrect return value."
Closure-160,Issue Report,20,Functional Issue,1,"The bug report is very vague. Without a description, it's most likely a problem within the core logic of the application."
JxPath-9,[JXPATH-95] Comparing with NaN is incorrect - ASF JIRA,858,Functional Issue,5,"The bug report describes an incorrect comparison of 'NaN' values, which is a problem in the core logic of the application. This falls under functional issues because it directly affects the expected behavior and calculations within the system."
JacksonDatabind-50,Issue Report,1331,Functional Issue,5,"The bug report describes issues with deserialization using Jackson's @JsonIdentityInfo annotation, specifically related to forward references and cycles. This falls under core application logic related to object serialization/deserialization, indicating a functional issue."
Jsoup-89,Issue Report,1573,Functional Issue,5,"The bug report describes a NullPointerException (NPE) occurring in the `setValue()` method, which is caused by a logical error where `parent` is dereferenced before being checked for null. This indicates a flaw in the core application logic."
JxPath-13,[JXPATH-97] Incomplete handling of undefined namespaces - ASF JIRA,1756,Functional Issue,5,"The bug report describes an exception (`org.apache.common.ri.model.dom.DOMNodePointer.createAttribute`) caused by the XPath engine's inability to handle namespaced attributes correctly, even when the namespaces are registered. This indicates a flaw in the core logic of the XPath processing."
JacksonDatabind-27,Issue Report,780,Functional Issue,5,"The bug report describes a problem with deserializing data, specifically related to external type IDs. This indicates an issue in the core application logic responsible for handling data serialization and deserialization."
Closure-69,Issue Report,20,Functional Issue,1,"Since there is no description provided, it's impossible to determine the specific nature of the bug. However, without any specific details, a functional issue is the most generic possibility."
Closure-117,Issue Report,20,Functional Issue,1,"Since there is no description, the most likely cause is a bug in the core application logic. Without any information, it's difficult to be confident, so I've assigned a low confidence score."
Closure-86,Issue Report,20,Functional Issue,1,"With no description, it's impossible to know the nature of the bug, but 'Functional Issue' is a broad category that often represents the default when there is no more specific indication. The confidence is very low due to the lack of any information."
Cli-14,[CLI-144] adding a FileValidator results in ClassCastException in parser.parseAndHelp(args) - ASF JIRA,3960,Functional Issue,5,"The bug report describes a ClassCastException occurring during the parsing of command-line arguments, specifically when using FileValidator or NumberValidator. This indicates a problem in the core application logic related to argument validation, which falls under functional issues."
Jsoup-11,Issue Report,567,Functional Issue,5,"The bug report states that the `:not` pseudo-selector is not implemented in version 1.3.3, which directly affects the application's core functionality and behavior related to CSS selectors. This is a clear functional issue."
Lang-57,[LANG-304] NullPointerException in isAvailableLocale(Locale) - ASF JIRA,1145,Functional Issue,5,"The bug report describes a NullPointerException due to an uninitialized field, which is a problem with the core application logic. The exception directly impacts the functionality of the `isAvailableLocale(Locale)` method."
Gson-1,Issue Report,1438,Functional Issue,5,"The bug report clearly describes a failure to serialize and deserialize a class with a type parameter in its superclass, leading to incorrect behavior and failing assertions. This is a problem in the core application logic related to serialization and deserialization."
Math-15,"[MATH-904] FastMath.pow deviates from Math.pow for negative, finite base values with an exponent 2^52 < y < 2^53  - ASF JIRA",1419,Functional Issue,5,"The bug report describes incorrect results from FastMath.pow compared to Math.pow for certain inputs, indicating a flaw in the core logic of the FastMath.pow function. This falls under the definition of a functional issue."
Closure-140,Issue Report,20,Functional Issue,1,"The bug report lacks a description, implying a potential issue in core application logic, even if the exact nature is unknown. Without more information, 'Functional Issue' is the most likely category."
JacksonDatabind-70,Issue Report,1290,Functional Issue,5,"The bug report describes an exception during deserialization due to case-insensitive property handling in Jackson, specifically when used with `@JsonUnwrapped`. This indicates a problem in the core logic of the deserialization process."
Collections-17,[COLLECTIONS-239] In LinkIterator hasPrevious() is not working properly for the first entry - ASF JIRA,1341,Functional Issue,5,"The bug report describes an incorrect implementation of the `hasPrevious()` method in the `LinkIterator` class, which leads to unexpected behavior. This falls under core application logic and directly affects the functionality of the iterator."
Jsoup-46,Issue Report,3083,Functional Issue,5,"The bug report describes a change in the behavior of the JSoup library when handling character encoding, specifically with EscapeMode.xhtml and Shift_JIS. This directly relates to the core application logic of encoding and decoding characters, leading to unexpected output and failing assertions."
Time-15,#147 possibly a bug in org.joda.time.field.FieldUtils.safeMultipl,496,Functional Issue,5,"The bug report describes a problem with the core logic of the `safeMultiply` method in Joda Time, specifically an integer overflow issue when multiplying `Long.MIN_VALUE` by -1. This directly impacts the functionality of the method and thus the application."
Jsoup-9,Issue Report,765,Functional Issue,5,"The bug report describes an issue with the core application logic related to unescaping HTML entities. The provided solution involves modifying the regex pattern used for unescaping, indicating a functional issue in how the application processes and interprets data."
Math-42,[MATH-713] Negative value with restrictNonNegative - ASF JIRA,1777,Functional Issue,5,The bug report describes an issue where the SimplexSolver is assigning a negative value to a variable despite the 'restrictToNonnegative' flag being set. This indicates a flaw in the core application logic of the solver.
Closure-5,Issue Report,20,Functional Issue,1,The bug report provides no details. A 'functional issue' is the most general category for unexpected behavior when no specific information is available.
Closure-28,Issue Report,20,Functional Issue,1,"Given the lack of information, it's most likely a fundamental issue within the application's core logic causing it to fail. Without a description, it's impossible to determine the precise nature of the bug but functional issue is the broadest category."
JacksonDatabind-66,Issue Report,3688,Functional Issue,5,"The bug report describes an issue with deserializing a Map with an Enum key, specifically when type information is missing during polymorphic type handling. This results in incorrect JsonParser state and ultimately a deserialization failure, indicating a problem in the core application logic of Jackson's databind library."
Closure-156,Issue Report,20,Functional Issue,1,"Since there's no description, it's safest to assume a general problem with the application's core logic, which defaults to a functional issue. Low confidence due to lack of information."
Jsoup-50,Issue Report,992,Functional Issue,5,"The bug report describes an issue in the core application logic for parsing UTF16 streams. The code incorrectly assumes a UTF-8 BOM, leading to incorrect processing of the input data, which is a functional error."
Codec-10,"[CODEC-117] Caverphone encodes names starting and ending with ""mb"" incorrectly. - ASF JIRA",1710,Functional Issue,5,"The bug report describes an incorrect implementation of the Caverphone encoding algorithm, specifically a mistake in the conditional logic for handling names ending with ""mb"". This is a clear issue in the core application logic, leading to incorrect output."
Lang-16,[LANG-746] NumberUtils does not handle upper-case hex: 0X and -0X - ASF JIRA,1102,Functional Issue,5,"The bug report describes a problem with the core application logic of NumberUtils.createNumber(), specifically its failure to correctly parse uppercase hexadecimal numbers, leading to unexpected NumberFormatExceptions."
Math-54,"[MATH-567] class Dfp toDouble method return -inf whan Dfp value is 0 ""zero"" - ASF JIRA",1785,Functional Issue,5,The bug report describes an incorrect return value from the `toDouble()` method of the `Dfp` class when the `Dfp` value is zero. This indicates a problem in the core application logic related to how the class handles zero values.
Lang-8,"[LANG-818] FastDateFormat's ""z"" pattern does not respect timezone of Calendar instances passed to format() - ASF JIRA",2532,Functional Issue,5,"The bug report describes incorrect timezone formatting in `FastDateFormat`, leading to unexpected behavior and incorrect output. This stems from a flaw in the core logic of how timezone names are handled during the formatting process."
Closure-101,Issue Report,20,Functional Issue,1,"Since there is no description, it's impossible to determine the precise nature of the bug. However, 'Functional Issue' is the most general category for unexpected behavior and is a reasonable starting point when no specific information is provided."
JacksonDatabind-31,Issue Report,1043,Functional Issue,5,"The bug report describes a discrepancy in how JsonStreamContexts are built during write and convert operations, leading to incorrect filtering. This indicates a problem in the core application logic related to how Jackson handles JSON processing."
Math-102,"[MATH-175] chiSquare(double[] expected, long[] observed) is returning incorrect test statistic - ASF JIRA",2635,Functional Issue,5,"The bug report describes an incorrect calculation within the chiSquare method, a core part of the application's logic. The issue involves a flaw in the statistical calculation, resulting in an incorrect test statistic."
Closure-90,Issue Report,20,Functional Issue,1,"Since there is no description, it is impossible to determine the nature of the bug. However, it is likely a functional issue since that is often the most common type of bug report."
JacksonCore-10,Issue Report,3166,Functional Issue,5,"The bug report describes an ArrayIndexOutOfBoundsException within the Jackson library's ByteQuadsCanonicalizer, indicating a problem with the hash table implementation and causing unexpected behavior during JSON processing. The provided code demonstrates the issue and suggests it stems from incorrect handling of the 'primary hash information area'."
Lang-41,[LANG-535] ClassUtils.getShortClassName() will not work with an array;  it seems to add a semicolon to the end. - ASF JIRA,1291,Functional Issue,5,"The bug report describes incorrect behavior of the `ClassUtils.getShortClassName()` method when handling arrays, which directly relates to the core application logic. The method produces an unexpected semicolon, impacting its intended functionality."
Time-6,Issue Report,1030,Functional Issue,5,"The bug report describes an unexpected exception raised when using the `GJChronology` to calculate dates before 1 AD/BC. This points to a flaw in the core date calculation logic of the library, making it a functional issue."
Jsoup-93,Issue Report,974,Functional Issue,5,The bug report describes incorrect output from the `formData()` method when parsing an HTML form with an `<input type=image>` element. This indicates a problem with the core application logic of the jsoup library in handling this specific type of form element.
Mockito-30,Code,20,Functional Issue,1,"Without a description, it's impossible to determine the nature of the bug, but 'Functional Issue' is a general category that covers problems in application logic. The low confidence reflects the lack of information."
Math-78,"[MATH-322] during ODE integration, the last event in a pair of very close event may not be detected - ASF JIRA",2026,Functional Issue,5,"The bug report describes an issue in the core logic of the ODE integration, specifically related to event detection. This leads to incorrect behavior and skipped events, indicating a functional problem within the mathematical calculations."
Math-97,[MATH-204] BrentSolver throws IllegalArgumentException  - ASF JIRA,2395,Functional Issue,5,"The bug report describes an `IllegalArgumentException` thrown by the `BrentSolver` class due to a faulty check on function values. This indicates an error in the core mathematical logic of the application, making it a functional issue."
Cli-8,[CLI-151] HelpFormatter wraps incorrectly on every line beyond the first - ASF JIRA,2980,Functional Issue,5,"The bug report describes an error in the core logic of the HelpFormatter, specifically in the findWrapPos method, which results in incorrect line wrapping. This leads to unexpected behavior in how the help messages are displayed, making it a functional issue."
Compress-20,[COMPRESS-236] IllegalArgumentException reading CPIO generated by Redline RPM - ASF JIRA,1233,Functional Issue,5,"The bug involves an IllegalArgumentException due to a non-zero file mode on the trailer of a CPIO archive, which is a problem with the core application logic for reading CPIO files. The fix involves patching the code to handle this specific case, indicating a functional defect."
Closure-53,Issue Report,20,Functional Issue,1,"Since the bug report has no description, it's impossible to determine the specific nature of the issue. However, without more context, a core application logic problem is the most general category that applies."
Cli-38,[CLI-265] Optional argument picking up next regular option as its argument - ASF JIRA,989,Functional Issue,5,"The bug report describes a parsing issue in the command-line interface (CLI), where an optional argument incorrectly consumes the next regular option as its value. This indicates a problem in the core application logic responsible for parsing command-line arguments."
Closure-45,Issue Report,20,Functional Issue,1,"Since there is no description, it is difficult to determine the nature of the bug. The most general and likely category is a functional issue, assuming something went wrong with the application's core logic."
Compress-36,[COMPRESS-348] Calling SevenZFile.read() on empty SevenZArchiveEntry throws IllegalStateException - ASF JIRA,1345,Functional Issue,5,The bug report describes an IllegalStateException being thrown due to a flaw in the core logic of the SevenZFile class when handling empty archive entries. This directly impacts the expected functionality of reading archive files.
Math-39,"[MATH-727] too large first step with embedded Runge-Kutta integrators (Dormand-Prince 8(5,3) ...) - ASF JIRA",1372,Functional Issue,5,"The bug report describes an issue with the core logic of the adaptive step size integrators, causing it to compute an incorrect first step size and subsequently fail. This results in unexpected behavior and represents a problem in the algorithm's core functionality."
Codec-5,[CODEC-98] Base64InputStream causes NullPointerException on some input - ASF JIRA,3458,Functional Issue,5,"The bug report describes a NullPointerException occurring due to a flaw in the Base64 decoding logic when handling specific input conditions, indicating an issue with the core application's functionality. The provided input data and the description of the error occurring within Base64.decode clearly point to a logic-related problem."
JacksonXml-6,Issue Report,1146,Functional Issue,5,"The bug report describes a missing method implementation in ToXmlGenerator, which is directly related to its core functionality of writing binary data. This falls under the definition of a functional issue as it causes unexpected behavior due to missing logic."
Mockito-26,Code,20,Functional Issue,1,"The bug report lacks a description, suggesting a potentially broad issue. Without further information, assuming it's a problem with the core application logic (functional issue) is the most plausible initial categorization, albeit with low confidence."
Jsoup-85,Issue Report,936,Functional Issue,5,"The bug report describes an issue in the core application logic where the `key` variable is not properly scoped, leading to potential validation errors. This results in unexpected behavior, making it a functional issue."
Closure-12,Issue Report,20,Functional Issue,1,"The bug report is empty, which makes it hard to determine the source of the issue. Without further information, the most likely cause would be an unexpected behavior resulting from application logic."
JxPath-5,[JXPATH-89] Cannot compare pointers that do not belong to the same tree - ASF JIRA,2216,Functional Issue,5,"The bug report describes an exception (org.apache.commons.jxpath.JXPathException) thrown when evaluating a specific XPath expression. This indicates a problem in the core application logic for XPath evaluation, rather than a GUI, database, or other type of issue."
Chart-17,#803 cloning of TimeSeries,236,Functional Issue,5,The bug report describes an IllegalArgumentException being thrown when cloning an empty TimeSeries. This indicates a problem with the core logic of the cloning functionality when handling empty TimeSeries objects.
Mockito-9,Issue Report,508,Functional Issue,5,"The bug report describes a problem with spying on abstract classes, leading to unexpected behavior when the real implementation calls the abstract method. This indicates a flaw in the core application logic related to mocking and inheritance."
Math-81,[MATH-308] ArrayIndexOutOfBoundException in EigenDecompositionImpl - ASF JIRA,4273,Functional Issue,5,"The bug report describes an ArrayIndexOutOfBoundsException occurring within the EigenDecompositionImpl class during eigenvalue computation, indicating a flaw in the core mathematical logic. The provided test case and stack trace clearly point to a functional error within the algorithm implementation."
Chart-16,#834 Bug propgated from v1.0.5 on to present,429,Functional Issue,5,"The bug report describes a NullPointerException occurring due to a missing null check in the `getRowCount()` method, which directly affects the core application logic and causes unexpected behavior. This is a clear functional issue."
Mockito-8,Issue Report,1842,Functional Issue,5,"The bug report describes a StackOverflowError occurring due to an issue with generic type resolution, indicating a problem in the core application logic related to type handling. The error is not related to the GUI, database, or other external factors, but rather how the application handles generic types with self-referential bounds."
Csv-1,[CSV-75] ExtendedBufferReader does not handle EOL consistently - ASF JIRA,1534,Functional Issue,5,"The bug report describes inconsistent handling of line endings (EOL) in the `ExtendedBufferReader` class, leading to incorrect line counting and processing. This is a defect in the core application logic related to reading and interpreting text files."
Math-80,[MATH-318] wrong result in eigen decomposition - ASF JIRA,3858,Functional Issue,5,"The bug report describes incorrect results from the EigenDecompositionImpl class, indicating a flaw in the core application logic for eigenvalue decomposition. The provided test case highlights the discrepancy between the computed and expected values."
Mockito-27,Code,20,Functional Issue,1,"Since there is no description, the most general category applicable would be a functional issue, assuming the code has unexpected behavior. Confidence is low due to the lack of details."
Jsoup-84,Issue Report,1868,Functional Issue,5,"The bug involves incorrect conversion of a Jsoup document to a W3C DOM document due to missing namespace declarations, resulting in an exception. This falls under core application logic failing to handle namespaces correctly."
Closure-13,Issue Report,20,Functional Issue,1,"Since there is no description, it is impossible to know the nature of the bug. However, assuming it is a general problem reported, it's most likely related to core application functionality, even with low confidence."
JxPath-4,[JXPATH-83] JXpath automatically trims string values - ASF JIRA,1000,Functional Issue,5,"The bug report describes incorrect behavior in the core application logic of JXPath, where string values are unexpectedly trimmed. This is a functional issue as it directly affects the expected outcome of a core operation."
Math-38,[MATH-728] Errors in BOBYQAOptimizer when numberOfInterpolationPoints is greater than 2*dim+1 - ASF JIRA,2491,Functional Issue,5,"The bug report describes an error in the core logic of the BOBYQAOptimizer, specifically related to the number of interpolation points used in the optimization algorithm. The provided patch modifies the number of interpolation points, indicating a direct fix to the algorithm's functionality."
Codec-4,"[CODEC-89] new Base64().encode() appends a CRLF, and chunks results into 76 character lines - ASF JIRA",3263,Functional Issue,5,"The bug report describes an unexpected change in the behavior of the Base64().encode() method, specifically the addition of CRLF and chunking in version 1.4, which deviates from the expected behavior in version 1.3. This directly affects the core functionality of the encoding process."
Cli-39,[CLI-274] Option parser type EXISTING_FILE_VALUE not check file existing - ASF JIRA,1579,Functional Issue,5,"The bug report describes an issue where the option parser returns an unexpected type (File instead of FileInputStream) and fails to check for file existence, indicating a flaw in the core application logic related to option parsing and value handling. This directly impacts the functionality of the command-line interface."
Closure-44,Issue Report,20,Functional Issue,1,"Since there's no description, it's impossible to pinpoint the issue. However, 'Functional Issue' is a general category and likely the most appropriate if the bug report truly lacks any details."
Compress-37,[COMPRESS-355] Parsing PAX headers fails with NegativeArraySizeException - ASF JIRA,1328,Functional Issue,5,The bug report describes an issue where the `TarArchiveInputStream.parsePaxHeaders` method throws a `NegativeArraySizeException` due to a logical error in parsing header lengths. This is a problem in the core application logic related to handling tar archive files.
Cli-9,[CLI-149] MissingOptionException.getMessage() changed from CLI 1.0 > 1.1 - ASF JIRA,1697,Functional Issue,5,"The bug report describes a change in the message formatting of the MissingOptionException, which directly affects the core application logic of how command-line options are parsed and validated. This is a functional issue as it impacts the intended behavior of the application."
Compress-21,[COMPRESS-252] Writing 7z empty entries produces incorrect or corrupt archive - ASF JIRA,2298,Functional Issue,5,The bug report describes incorrect behavior and corruption of the 7z archive due to flaws in the core application logic responsible for handling empty files and directories during the archiving process. This directly affects the functionality of creating valid archives.
